lgpAgentIdentManufacturer,1.3.6.1.4.1.476.1.42.2.1.1.0
  0: "disabled"
  1: "enabled"
Fan Issue - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.4731
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Calculated Next Maintenance Month,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.4868
Calculated Next Maintenance Year,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.4869
Maintenance Ramp,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.4870
Supply Air Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5002
Air Temperature Set Point,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5008
Air Temperature Dead Band,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5011
High Return Air Temperature Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5022
Return Air Over Temp - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5024
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Return Air Over Temp - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5025
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Return Humidity,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5028
Humidity Set Point,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5029
Humidity Dead Band,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5032
High Return Humidity Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5033
Low Return Humidity Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5035
Fan Speed Maximum Set Point,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5050
Unit Off Reason,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5074
 Possible states for the OID above:
  0: "None"
  1: "User"
  2: "Alarm"
  3: "Timer"
  4: "Monitoring"
  5: "Remote Off"
  6: "HCS12 Off"
BMS Timeout Period,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5075
Fan Speed,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5077
Compressor Utilization,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5078
Dehumidifier Utilization,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5079
Reheat Utilization,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5080
Humidifier Utilization,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5081
Ext Loss of Flow - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5082
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Ext Loss of Flow - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5083
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Ext Reheat Lockout - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5084
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Ext Reheat Lockout - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5085
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Ext Humidifier Lockout - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5086
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Ext Humidifier Lockout - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5087
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Ext Compressor Lockout - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5088
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Ext Compressor Lockout - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5089
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Ext Over Temperature - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5090
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Ext Over Temperature - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5091
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Customer Input 2 - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5098
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Customer Input 2 - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5099
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Customer Input 3 - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5100
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Customer Input 3 - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5101
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Customer Input 4 - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5102
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Customer Input 4 - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5103
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Ext Condenser Pump High Water - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5122
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Ext Condenser Pump High Water - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5123
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Ext Standby Glycol Pump On - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5129
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Ext Standby Glycol Pump On - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5130
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Humidifier Issue - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5131
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Humidifier Issue - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5132
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Master Unit Communication Lost - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5133
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Master Unit Communication Lost - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5134
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Clogged Air Filter - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5135
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Clogged Air Filter - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5136
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
High Return Humidity - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5137
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
High Return Humidity - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5138
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Low Return Humidity - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5139
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Low Return Humidity - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5140
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
High Power Shutdown - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5141
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
High Power Shutdown - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5142
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
System On/Off Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5143
 Possible states for the OID above:
  0: "off"
  1: "on"
Compressor State,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5264.1
 Possible states for the OID above:
  0: "off"
  1: "on"
Compressor State,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5264.2
 Possible states for the OID above:
  0: "off"
  1: "on"
Compressor Capacity Control State,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5265.1
 Possible states for the OID above:
  0: "off"
  1: "on"
Compressor Capacity Control State,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5265.2
 Possible states for the OID above:
  0: "off"
  1: "on"
Compressor Hours,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5267.1
Compressor Hours,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5267.2
Compressor Hours Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5268.1
Compressor Hours Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5268.2
Free Cooling Status,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5302
 Possible states for the OID above:
  0: "off"
  2: "on"
  3: "No Support"
Free Cooling Valve Hours,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5304
Free Cooling Valve Hours Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5305
Compressor High Head Pressure - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5316.1
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Compressor High Head Pressure - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5316.2
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Compressor High Head Pressure - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5317.1
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Compressor High Head Pressure - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5317.2
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Compressor Low Suction Pressure - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5318.1
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Compressor Low Suction Pressure - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5318.2
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Compressor Low Suction Pressure - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5319.1
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Compressor Low Suction Pressure - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5319.2
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Compressor Thermal Overload - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5320.1
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Compressor Thermal Overload - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5320.2
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Compressor Thermal Overload - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5321.1
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Compressor Thermal Overload - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5321.2
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Air Temperature Control Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5324
 Possible states for the OID above:
  0: "Proportional"
  1: "Prop+Integral"
  3: "Intelligent"
Air Temperature Proportional Band,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5325
Air Temperature Control Integration Time,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5326
Today's High Air Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5327
Today's High Air Temperature Time,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5328
Today's Low Air Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5329
Today's Low Air Temperature Time,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5330
Supply Air Temperature Set Point,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5331
Supply Air Temperature Sensor Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5332
 Possible states for the OID above:
  0: "Disabled"
  1: "Limit"
  2: "Control"
  3: "Temp Only"
Actual Return Air Temperature Set Point,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5333
Low Return Air Temperature Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5334
Ext Air Sensor C Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5336
Ext Air Sensor A Over Temp Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5337
Ext Air Sensor A Under Temp Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5338
Actual Return Humidity Set Point,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5339
Humidity Control Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5340
 Possible states for the OID above:
  0: "Relative"
  1: "Compensated"
  2: "Predictive"
Humidity Proportional Band,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5341
Humidity Control Integration Time,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5342
Today's High Humidity,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5343
Today's High Humidity Time,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5344
Today's Low Humidity,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5345
Today's Low Humidity Time,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5346
Ext Air Sensor C Humidity,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5347
Ext Air Sensor A High Humidity Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5348
Ext Air Sensor A Low Humidity Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5350
Dig Scroll Comp Discharge Temp,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5353.1
Dig Scroll Comp Discharge Temp,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5353.2
Free Cooling Internal Temperature Delta,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5356
Free Cooling Internal Control Mode,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5357
 Possible states for the OID above:
  0: "Disabled"
  1: "Contact"
  2: "Value"
Free Cooling Fluid Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5358
Minimum Chilled Water Temp Set Point Enable,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5359
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Minimum Chilled Water Temp Set Point,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5360
Hot Water / Hot Gas Valve Hours,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5363
Hot Water / Hot Gas Valve Hours Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5364
Electric Reheater Hours,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5366.1
Electric Reheater Hours,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5366.2
Electric Reheater Hours,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5366.3
Electric Reheater Hours Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5367.1
Electric Reheater Hours Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5367.2
Electric Reheater Hours Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5367.3
Humidifier Hours,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5369
Humidifier Hours Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5370
Dehumidifier Hours,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5371
Dehumidifier Hours Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5372
Fan Control Mode,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5373
 Possible states for the OID above:
  0: "Auto"
  1: "Manual"
  2: "Economy"
  4: "Delta"
Fan Hours,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5374
Fan Hours Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5375
Analog Input Reading,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5378.1
Analog Input Reading,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5378.2
Analog Input Reading,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5378.3
Analog Input Reading,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5378.4
Free Cooling Valve Open Position,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5379
Hot Water / Hot Gas Valve Open Position,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5380
Fan State,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5381
 Possible states for the OID above:
  0: "off"
  1: "on"
Cooling State,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5382
 Possible states for the OID above:
  0: "off"
  1: "on"
Free Cooling State,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5383
 Possible states for the OID above:
  0: "off"
  1: "on"
Maintenance Tracking State,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5384
 Possible states for the OID above:
  0: "off"
  1: "on"
Hot Water / Hot Gas State,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5385
 Possible states for the OID above:
  0: "off"
  1: "on"
Electric Reheat State,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5386
 Possible states for the OID above:
  0: "off"
  1: "on"
Dehumidifier State,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5387
 Possible states for the OID above:
  0: "off"
  1: "on"
Humidifier State,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5388
 Possible states for the OID above:
  0: "off"
  1: "on"
Ext Free Cooling Lockout - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5389
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Ext Free Cooling Lockout - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5390
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Ext Standby Unit On - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5391
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Ext Standby Unit On - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5392
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Ext Loss of Air Blower - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5393
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Ext Loss of Air Blower - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5394
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Compressor Pump Down Issue - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5395.1
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Compressor Pump Down Issue - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5395.2
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Compressor Pump Down Issue - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5396.1
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Compressor Pump Down Issue - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5396.2
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Compressor Short Cycle - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5397.1
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Compressor Short Cycle - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5397.2
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Compressor Short Cycle - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5398.1
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Compressor Short Cycle - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5398.2
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Dig Scroll Comp Discharge Over Temp - Event Ctrl,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5399.1
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Dig Scroll Comp Discharge Over Temp - Event Ctrl,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5399.2
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Dig Scroll Comp Discharge Over Temp - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5400.1
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Dig Scroll Comp Discharge Over Temp - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5400.2
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Ext Air Sensor A Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5401
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Return Air Sensor Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5402
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Ext Air Sensor A High Humidity - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5403
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Ext Air Sensor A High Humidity - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5404
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Ext Air Sensor A Low Humidity - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5405
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Ext Air Sensor A Low Humidity - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5406
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Return Air Under Temp - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5407
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Return Air Under Temp - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5408
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Fan Hours Exceeded - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5409
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Fan Hours Exceeded - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5410
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Main Fan Overload - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5411
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Main Fan Overload - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5412
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Condenser Issue - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5413.1
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Condenser Issue - Event Control,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5413.2
 Possible states for the OID above:
  0: "disabled"
  1: "enabled"
Condenser Issue - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5414.1
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Condenser Issue - Event Type,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5414.2
 Possible states for the OID above:
  0: "Message"
  1: "Warning"
  2: "Alarm"
Infrared Humidifier Flush Rate,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5445
Adjusted Humidity,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5606
Damper Status,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5667
Underflow Static Pressure,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5668
Inlet Water Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5669
Outlet Water Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5670
Filter Pressure Drop,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5671
 VSD Minimum Setpoint,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5717
Static Pressure Setpoint,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5718
Fanspeed Minimum Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5719
Fanspeed Maximum Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.1.5720
Return Air Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.4291
Ext Air Sensor A Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.4594
Ext Air Sensor B Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.4597
Supply Air Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5002
Air Temperature Set Point,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5008
Air Temperature Dead Band,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5011
High Return Air Temperature Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5022
Air Temperature Proportional Band,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5325
Today's High Air Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5327
Today's Low Air Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5329
Supply Air Temperature Set Point,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5331
Actual Return Air Temperature Set Point,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5333
Low Return Air Temperature Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5334
Ext Air Sensor C Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5336
Ext Air Sensor A Over Temp Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5337
Ext Air Sensor A Under Temp Threshold,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5338
